20,24,None,0.0,0.25,0.75,0.08789473684210528,0.0,0.0
20,24,None,0.0,0.2,0.8,0.09463636363636366,0.0,0.0
20,24,None,0.0,0.45,0.55,0.10530150753768845,0.0,0.0
20,24,None,0.0,0.4,0.6,0.11757777777777778,0.0,0.0
20,24,None,0.0,0.55,0.45,0.06833333333333334,0.0,0.0
20,24,None,0.0,0.85,0.15,0.10335748792270531,0.0,0.0
20,24,None,0.0,0.95,0.05,0.1171851851851852,0.0,0.0
20,24,None,0.05,0.05,0.9,0.09716560509554141,0.0,0.0
20,24,None,0.05,0.0,0.95,0.10789473684210527,0.0,0.0
20,24,None,0.05,0.2,0.75,0.07100000000000002,0.0006481481481481476,0.05277777777777773
20,24,None,0.05,0.35,0.6,0.10789473684210527,0.0,0.0
20,24,None,0.05,0.45,0.5,0.10969945355191257,0.0,0.0
20,24,None,0.05,0.5,0.45,0.10963636363636364,0.0,0.0
20,24,None,0.05,0.6,0.35,0.12666666666666668,0.0,0.0
20,24,None,0.05,0.7,0.25,0.09690721649484536,0.0,0.0
20,24,None,0.05,0.75,0.2,0.11150943396226416,0.0,0.0
20,24,None,0.05,0.8,0.15,0.1035294117647059,0.0,0.0
20,24,None,0.05,0.9,0.05,0.10112359550561797,0.0,0.0
20,24,None,0.1,0.05,0.85,0.10740837696335079,0.0,0.0
20,24,None,0.1,0.2,0.7,0.1171851851851852,0.0,0.0
20,24,None,0.1,0.15,0.75,0.10530150753768845,0.0,0.0
20,24,None,0.1,0.45,0.45,0.07833333333333334,0.0,0.0
20,24,None,0.1,0.55,0.35,0.09234104046242776,0.0,0.0
20,24,None,0.1,0.8,0.1,0.09055555555555557,0.0,0.0
20,24,None,0.15,0.0,0.85,0.11251004016064259,0.0,0.0
20,24,None,0.15,0.3,0.55,0.10627118644067798,0.0,0.0
20,24,None,0.15,0.35,0.5,0.10112359550561797,0.0,0.0
20,24,None,0.15,0.65,0.2,0.10617283950617284,0.0,0.0
20,24,None,0.15,0.85,0.0,0.1157725321888412,0.0,0.0
20,24,None,0.2,0.25,0.55,0.1135294117647059,0.0,0.0
20,24,None,0.2,0.35,0.45,0.09892473118279571,0.0,0.0
20,24,None,0.2,0.5,0.3,0.10112359550561797,0.0,0.0
20,24,None,0.2,0.55,0.25,0.09463636363636366,0.0,0.0
20,24,None,0.2,0.65,0.15,0.12352941176470589,0.0,0.0
20,24,None,0.2,0.8,0.0,0.10530150753768845,0.0,0.0
